,Links,Name,Rating,Cuisines,Reviews,Avg waiting time,Cost / Person
324,https://www.zomato.com/nagpur/gangour-motha-sweets-ayodhya-nagar/order,Gangour-Motha Sweets,3.8,"['Mithai', ' Street Food']",667,20,50
325,https://www.zomato.com/nagpur/hotel-daawat-mankapur/order,Hotel Daawat,3.8,"['North Indian', ' Mughlai', ' Chinese']",3060,31,250
326,https://www.zomato.com/nagpur/laziz-affair-sadar/order,Laziz Affair,3.2,"['North Indian', ' Biryani', ' Chinese', ' Rolls', ' Mughlai']",2027,34,100
327,https://www.zomato.com/nagpur/sandwich-factory-1-gokulpeth/order,Sandwich Factory,3.7,"['Fast Food', ' Sandwich']",2711,45,150
328,https://www.zomato.com/nagpur/laziz-affair-sadar/order,Laziz Affair,3.2,"['North Indian', ' Biryani', ' Chinese', ' Rolls', ' Mughlai']",2027,34,100
329,https://www.zomato.com/nagpur/sandwich-factory-1-gokulpeth/order,Sandwich Factory,3.7,"['Fast Food', ' Sandwich']",2711,45,150
330,https://www.zomato.com/nagpur/hotel-barkat-pratap-nagar/order,Hotel Barkat,3.8,"['Biryani', ' North Indian']",1480,31,100
331,https://www.zomato.com/nagpur/mocha-dharampeth/order,Mocha,4.0,"['Cafe', ' Continental', ' North Indian', ' Italian']",1773,42,350
332,https://www.zomato.com/nagpur/shree-balaji-foods-mohan-nagar/order,Shree Balaji Foods,3.6,"['Rolls', ' Street Food']",2717,33,100
333,https://www.zomato.com/nagpur/thali-wala-dhantoli/order,Thali Wala,3.5,"['North Indian', ' Chinese', ' Street Food']",382,30,150
334,https://www.zomato.com/nagpur/hotel-darshan-towers-amantran-restaurant-gandhibagh/order,Hotel Darshan Towers - Amantran Restaurant,3.7,"['North Indian', ' Chinese', ' Mughlai', ' Seafood', ' Beverages']",1287,23,300
335,https://www.zomato.com/nagpur/laxmi-family-garden-and-restaurant-nandanvan/order,Laxmi Family Garden And Restaurant,3.9,"['North Indian', ' Mughlai', ' Chinese', ' Biryani']",2902,37,200
336,https://www.zomato.com/nagpur/manthan-biryani-dharampeth/order,Manthan Biryani,4.1,['Biryani'],292,37,100
337,https://www.zomato.com/nagpur/amaira-civil-lines/order,Amaira,4.0,"['North Indian', ' Chinese', ' Desserts', ' Beverages']",1227,36,250
338,https://www.zomato.com/nagpur/trupti-t-bajaj-nagar/order,Trupti T,4.2,"['Fast Food', ' Tea', ' Street Food']",Not,42,100
339,https://www.zomato.com/nagpur/signature-cafe-gandhibagh/order,Signature Cafe,,"['Pizza', ' Sandwich', ' Fast Food', ' Beverages']",-99,33,100
340,https://www.zomato.com/nagpur/maha-fast-food-gayatri-nagar/order,Maha Fast Food,,"['Fast Food', ' Street Food']",-99,36,100
341,https://www.zomato.com/nagpur/hangouts-gokulpeth/order,Hangouts,,"['North Indian', ' Fast Food', ' Chinese', ' Desserts']",-99,32,200
342,https://www.zomato.com/nagpur/sarang-food-court-ayodhya-nagar/order,Sarang Food Court,3.5,"['Sandwich', ' Pizza', ' Fast Food']",Not,38,100
343,https://www.zomato.com/nagpur/lucky-hotel-ayodhya-nagar/order,Lucky Hotel,3.7,"['North Indian', ' Chinese', ' Biryani']",82,49,100
344,https://www.zomato.com/nagpur/indian-food-express-sitabuldi/order,Indian Food Express,3.6,['North Indian'],30,29,200
345,https://www.zomato.com/nagpur/rajveer-family-restaurant-and-cafe-ayodhya-nagar/order,Rajveer Family Restaurant And Cafe,3.9,"['Chinese', ' North Indian']",Not,41,200
346,https://www.zomato.com/nagpur/sai-sandwich-center-bajaj-nagar/order,Sai Sandwich Center,,"['Sandwich', ' Fast Food', ' Rolls', ' Beverages', ' Pizza', ' Burger']",-99,33,200
347,https://www.zomato.com/nagpur/candle-light-dinner-pratap-nagar/order,Candle Light Dinner,,"['North Indian', ' Fast Food']",-99,37,150
348,https://www.zomato.com/nagpur/ansh-kitchen-jaripatka/order,Ansh Kitchen,,['North Indian'],-99,31,100
349,https://www.zomato.com/nagpur/mr-cakes-nandanvan/order,Mr. Cakes,,"['Bakery', ' Desserts']",-99,33,300
350,https://www.zomato.com/nagpur/candle-light-dinner-pratap-nagar/order,Candle Light Dinner,,"['North Indian', ' Fast Food']",-99,37,150
351,https://www.zomato.com/nagpur/ansh-kitchen-jaripatka/order,Ansh Kitchen,,['North Indian'],-99,31,100
352,https://www.zomato.com/nagpur/mr-cakes-nandanvan/order,Mr. Cakes,,"['Bakery', ' Desserts']",-99,33,300
353,https://www.zomato.com/nagpur/ceebo-the-health-monk-dharampeth/order,Ceebo The Health Monk,4.4,['Healthy Food'],305,37,250
354,https://www.zomato.com/nagpur/shree-ganesh-bhandar-gandhibagh/order,Shree Ganesh Bhandar,3.8,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Street Food', ' Beverages']",431,31,200
355,https://www.zomato.com/nagpur/vira-food-court-sitabuldi/order,Vira Food Court,3.6,"['Chinese', ' Fast Food', ' North Indian']",Not,23,200
356,https://www.zomato.com/nagpur/pokket-cafe-1-manish-nagar/order,Pokket Cafe,3.8,"['Fast Food', ' Street Food', ' Pizza', ' Burger', ' Beverages']",325,54,150
357,https://www.zomato.com/nagpur/jain-ice-cream-n-kulfi-sadar/order,Jain Ice Cream N Kulfi,4.4,"['Ice Cream', ' Desserts']",494,33,100
358,https://www.zomato.com/nagpur/matka-biryani-nandanvan/order,Matka Biryani,,"['Biryani', ' Fast Food']",-99,33,150
359,https://www.zomato.com/nagpur/ronny-chinese-center-ayodhya-nagar/order,Ronny Chinese Center,,"['Chinese', ' Fast Food']",-99,33,100
360,https://www.zomato.com/nagpur/mirch-masala-saoji-bajaj-nagar/order,Mirch Masala Saoji,,['Fast Food'],-99,30,200
361,https://www.zomato.com/nagpur/zinq-sadar/order,Zinq,4.0,"['Continental', ' Italian', ' North Indian', ' Chinese', ' Thai', ' Sandwich', ' Pizza']",558,35,500
362,https://www.zomato.com/nagpur/dana-pani-saoji-lakadganj/order,Dana Pani Saoji,3.9,"['North Indian', ' Chinese']",72,34,150
363,https://www.zomato.com/nagpur/cheesimania-pratap-nagar/order,Cheesimania,3.2,"['Pizza', ' Burger', ' Sandwich', ' Fast Food', ' Beverages']",751,52,150
364,https://www.zomato.com/nagpur/piyush-maratha-saoji-vivekanand-nagar/order,Piyush Maratha Saoji,3.5,"['Chinese', ' North Indian', ' Biryani']",963,34,200
365,https://www.zomato.com/nagpur/mauli-foods-nandanvan/order,Mauli Foods,,"['South Indian', ' Chinese', ' Fast Food', ' North Indian', ' Beverages']",-99,31,100
366,https://www.zomato.com/nagpur/jain-sandwich-center-wardhaman-nagar/order,Jain Sandwich Center,4.1,"['Sandwich', ' Fast Food']",3224,30,50
367,https://www.zomato.com/nagpur/imperial-foods-nandanvan/order,Imperial Foods,3.9,['Bakery'],39,35,100
368,https://www.zomato.com/nagpur/brindavan-ice-spice-sitabuldi/order,Brindavan Ice & Spice,3.6,"['North Indian', ' Chinese', ' Fast Food']",309,26,200
369,https://www.zomato.com/nagpur/megha-juice-foods-pratap-nagar/order,Megha Juice & Foods,4.1,"['Fast Food', ' Beverages']",1388,33,100
370,https://www.zomato.com/nagpur/indian-roti-pachpaoli/order,Indian Roti,4.1,['North Indian'],495,44,100
371,https://www.zomato.com/nagpur/swadesh-rasoi-lakadganj/order,Swadesh Rasoi,4.0,"['Maharashtrian', ' North Indian']",140,35,100
372,https://www.zomato.com/nagpur/sandwich-house-manish-nagar/order,Sandwich House,3.8,"['Sandwich', ' Fast Food', ' South Indian', ' Pizza', ' Rolls']",43,53,100
373,https://www.zomato.com/nagpur/the-destination-of-momos-lovers-pratap-nagar/order,The Destination Of Momos Lovers,3.6,"['Momos', ' Chinese']",47,54,150
374,https://www.zomato.com/nagpur/mini-punjab-dharampeth/order,Mini Punjab,3.8,"['Chinese', ' North Indian', ' Mughlai', ' Biryani', ' Continental', ' Seafood', ' Salad', ' Pasta']",9136,35,250
375,https://www.zomato.com/nagpur/roll-corner-ayodhya-nagar/order,Roll Corner,3.3,"['Rolls', ' North Indian', ' Chinese', ' Fast Food', ' Street Food', ' Momos']",3722,39,100
376,https://www.zomato.com/nagpur/grace-chinese-roll-gittikhadan/order,Grace Chinese & Roll,4.0,"['Chinese', ' Rolls']",248,36,100
377,https://www.zomato.com/nagpur/singhs-dhantoli/order,Singh's,3.8,"['North Indian', ' Chinese', ' Mughlai', ' Biryani']",2235,33,300
378,https://www.zomato.com/nagpur/karan-restaurant-pratap-nagar/order,Karan Restaurant,3.8,"['North Indian', ' Chinese', ' Fast Food']",723,47,200
379,https://www.zomato.com/nagpur/chicken-mama-ramdaspeth/order,Chicken Mama,,"['Chinese', ' Fast Food']",Not,39,200
380,https://www.zomato.com/nagpur/herry-super-chat-nandanvan/order,Herry Super Chat,3.2,"['Fast Food', ' Street Food']",116,50,100
381,https://www.zomato.com/nagpur/dear-thali-pure-veg-dharampeth/order,Dear Thali Pure Veg,,"['North Indian', ' Chinese']",Not,36,100
382,https://www.zomato.com/nagpur/rolls-chinese-corner-ayodhya-nagar/order,Rolls & Chinese Corner,3.2,"['Chinese', ' North Indian', ' Rolls', ' Momos']",43,44,100
383,https://www.zomato.com/nagpur/patel-juice-center-1-dharampeth/order,Patel Juice Center,3.8,"['Juices', ' Beverages']",27,28,100
384,https://www.zomato.com/nagpur/bowled-it-ramdaspeth/order,Bowled It,3.1,"['North Indian', ' Chinese', ' Biryani']",43,30,250
385,https://www.zomato.com/nagpur/wheres-my-butter-chaoni/order,Where's My Butter ?,3.9,['Desserts'],32,34,200
386,https://www.zomato.com/nagpur/pronutrizone-1-pratap-nagar/order,ProNutriZone,3.9,"['Salad', ' Fast Food', ' Healthy Food', ' Beverages']",34,37,150
387,https://www.zomato.com/nagpur/big-bite-cafe-manish-nagar/order,Big Bite Cafe,3.5,"['Fast Food', ' Chinese', ' Beverages']",264,39,150
388,https://www.zomato.com/nagpur/foodie-bulb-gandhibagh/order,Foodie Bulb,4.3,"['Healthy Food', ' Street Food', ' Fast Food', ' Juices', ' Sandwich', ' Pizza', ' Beverages']",164,36,100
389,https://www.zomato.com/nagpur/agrawal-chat-bhandar-3-gandhibagh/order,Agrawal Chat Bhandar,3.4,"['Street Food', ' North Indian']",44,34,50
390,https://www.zomato.com/nagpur/maharaja-thali-pratap-nagar/order,Maharaja Thali,3.1,"['North Indian', ' Chinese', ' Street Food', ' Fast Food', ' Biryani']",51,42,150
391,https://www.zomato.com/nagpur/abs-absolute-barbecues-dharampeth/order,AB's - Absolute Barbecues,3.9,"['Continental', ' North Indian', ' Mughlai', ' Desserts', ' BBQ']",18,32,500
392,https://www.zomato.com/nagpur/night-out-food-center-ayodhya-nagar/order,Night Out Food Center,3.7,"['North Indian', ' Biryani', ' Chinese', ' Rolls', ' Beverages']",579,33,150
393,https://www.zomato.com/nagpur/the-pubg-headquater-ayodhya-nagar/order,The Pubg Headquater,3.8,"['North Indian', ' Chinese']",235,36,200
394,https://www.zomato.com/nagpur/hideout-cafe-bajaj-nagar/order,Hideout Cafe,3.6,"['Cafe', ' Fast Food', ' Sandwich', ' Pizza', ' Burger', ' Beverages', ' Street Food']",1266,39,100
395,https://www.zomato.com/nagpur/little-italy-civil-lines/order,Little Italy,3.9,"['Italian', ' Pizza', ' Mexican', ' Chinese', ' North Indian', ' Desserts', ' Beverages']",521,-99,350
396,https://www.zomato.com/nagpur/variety-foods-vivekanand-nagar/order,Variety Foods,4.1,"['North Indian', ' Maharashtrian']",16.5K,-99,100
397,https://www.zomato.com/nagpur/heera-sweets-hansapuri/order,Heera Sweets,3.9,"['Mithai', ' Desserts']",33,-99,300
398,https://www.zomato.com/nagpur/balus-saoji-kitchen-lakadganj/order,Balu's Saoji Kitchen,3.9,"['North Indian', ' Maharashtrian']",74,-99,100
399,https://www.zomato.com/nagpur/shree-heera-sweets-sitabuldi/order,Shree Heera Sweets,3.7,['Mithai'],108,-99,200
400,https://www.zomato.com/nagpur/bougainvillea-1-ramdaspeth/order,Bougainvillea,,"['Continental', ' North Indian', ' Chinese', ' Desserts']",Not,-99,400
401,https://www.zomato.com/nagpur/ratnakar-restaurant-lakadganj/order,Ratnakar Restaurant,,['Street Food'],Not,-99,100
402,https://www.zomato.com/nagpur/maher-maa-ki-rasoi-ayodhya-nagar/order,Maher Maa Ki Rasoi,4.3,"['North Indian', ' Maharashtrian']",587,-99,150
403,https://www.zomato.com/nagpur/shrinath-pav-bhaji-pulav-centre-bajaj-nagar/order,Shrinath Pav Bhaji Pulav Centre,4.2,"['Sandwich', ' Burger', ' Street Food']",1009,-99,100
404,https://www.zomato.com/nagpur/hungry-gorilla-nandanvan/order,Hungry Gorilla,3.7,['Chinese'],1125,-99,250
405,https://www.zomato.com/nagpur/delish-pratap-nagar/order,Delish,3.9,"['Biryani', ' North Indian']",39,-99,150
406,https://www.zomato.com/nagpur/shiv-kripa-chinese-mankapur/order,Shiv Kripa Chinese,4.2,"['Chinese', ' Fast Food']",628,-99,100
407,https://www.zomato.com/nagpur/takdir-ice-world-lakadganj/order,Takdir Ice World,3.9,"['Desserts', ' Beverages', ' Ice Cream']",2438,-99,100
408,https://www.zomato.com/nagpur/manohar-saoji-nandanvan/order,Manohar Saoji,4.2,"['North Indian', ' Maharashtrian']",185,-99,150
409,https://www.zomato.com/nagpur/guptajis-chaatwala-dharampeth/order,Guptaji's Chaatwala,4.3,['Street Food'],399,-99,100
410,https://www.zomato.com/nagpur/dande-food-products-gokulpeth/order,Dande Food Products,3.9,['Bakery'],60,-99,100
411,https://www.zomato.com/nagpur/like-sandwiches-gandhibagh/order,Like Sandwiches,4.3,['Sandwich'],216,-99,100
412,https://www.zomato.com/nagpur/biryani-darbaar-ravi-nagar/order,Biryani Darbaar,3.9,"['Biryani', ' North Indian']",1287,-99,150
413,https://www.zomato.com/nagpur/sai-saoji-family-garden-restaurant-pachpaoli/order,Sai Saoji Family Garden Restaurant,,['Maharashtrian'],Not,-99,100
414,https://www.zomato.com/nagpur/sai-saoji-family-garden-restaurant-pachpaoli/order,Sai Saoji Family Garden Restaurant,4.1,['Maharashtrian'],Not,-99,100
415,https://www.zomato.com/nagpur/everest-momos-sadar/order,Everest Momos,4.3,['Momos'],961,-99,100
416,https://www.zomato.com/nagpur/kpm-momos-and-fast-food-hub-wardha-road/order,KPM Momos And Fast Food Hub,3.7,['Momos'],23,-99,50
417,https://www.zomato.com/nagpur/tim-luck-luck-bajaj-nagar/order,Tim Luck Luck,,"['North Indian', ' Chinese']",Not,-99,200
418,https://www.zomato.com/nagpur/china-town-sadar/order,China Town,3.8,"['North Indian', ' Chinese']",Not,-99,300
419,https://www.zomato.com/nagpur/shrinath-pavbhaji-pulao-center-lakadganj/order,Shrinath Pavbhaji Pulao Center,3.9,['Street Food'],221,-99,100
420,https://www.zomato.com/nagpur/hari-har-saoji-nandanvan/order,Hari Har Saoji,3.8,['Maharashtrian'],Not,-99,100
421,https://www.zomato.com/nagpur/cake-links-ayodhya-nagar/order,Cake-Links,4.2,['Bakery'],201,-99,50
422,https://www.zomato.com/nagpur/special-cheese-vadapav-dabeli-dharampeth/order,Special Cheese Vadapav Dabeli,4.0,"['Street Food', ' Fast Food']",Not,-99,50
423,https://www.zomato.com/pizza-on-fire-food-truck/order,Pizza On Fire,3.4,"['Fast Food', ' Pizza', ' Beverages']",1020,-99,200
424,https://www.zomato.com/nagpur/pohewala-ayodhya-nagar/order,Pohewala,4.0,['Fast Food'],5688,-99,100
425,https://www.zomato.com/nagpur/hotel-chicken-corner-pachpaoli/order,Hotel Chicken Corner,3.9,"['North Indian', ' Chinese']",22,-99,150
426,https://www.zomato.com/nagpur/veer-ki-rasoi-gandhibagh/order,Veer Ki Rasoi,3.8,"['North Indian', ' Chinese', ' Mughlai', ' Seafood', ' Biryani']",Not,-99,200
427,https://www.zomato.com/nagpur/sanskruti-sikkim-momos-bajaj-nagar/order,Sanskruti Sikkim Momos,3.3,['Momos'],135,-99,150
428,https://www.zomato.com/nagpur/red-bull-cafe-gandhibagh/order,Red Bull Cafe,3.8,"['Fast Food', ' Chinese']",Not,-99,100
429,https://www.zomato.com/nagpur/mahakal-cafe-jaripatka/order,Mahakal Cafe,3.3,"['Chinese', ' Rolls']",77,-99,100
430,https://www.zomato.com/nagpur/night-out-food-center-ayodhya-nagar/order,Night Out Food Center,3.7,"['North Indian', ' Biryani', ' Chinese', ' Rolls', ' Beverages']",579,33,150
431,https://www.zomato.com/nagpur/yummi-momos-pachpaoli/order,Yummi Momos,4.2,['Momos'],15,-99,150
432,https://www.zomato.com/nagpur/mullaji-zillah-biryani-centre-sadar/order,Mullaji Zillah Biryani Centre,4.1,['Biryani'],1768,23,100
433,https://www.zomato.com/nagpur/jubilee-bakery-chaoni/order,Jubilee Bakery,4.1,"['Bakery', ' Desserts', ' Fast Food', ' Beverages', ' Sandwich']",8752,28,150
434,https://www.zomato.com/nagpur/h-k-g-n-biryani-and-caterers-gandhibagh/order,H.K.G.N Biryani And Caterers,3.9,"['Biryani', ' North Indian']",4543,24,150
435,https://www.zomato.com/nagpur/reddys-gokul-brindavan-restaurant-dharampeth/order,Reddy's Gokul Brindavan Restaurant,4.4,"['South Indian', ' Beverages', ' Desserts']",16.3K,30,150
436,https://www.zomato.com/nagpur/haldirams-sweets-namkeen-sadar/order,Haldiramâ€™s Sweets & Namkeen,4.4,"['Mithai', ' Street Food', ' North Indian']",3660,23,100
437,https://www.zomato.com/nagpur/taste-of-kerala-mankapur/order,Taste Of Kerala,3.9,['Kerala'],91,42,200
438,https://www.zomato.com/nagpur/hotel-swad-gandhibagh/order,Hotel Swad,3.8,"['North Indian', ' Biryani']",1096,30,150
439,https://www.zomato.com/nagpur/baskin-robbins-civil-lines/order,Baskin Robbins,4.4,"['Ice Cream', ' Desserts', ' Beverages']",748,25,150
440,https://www.zomato.com/nagpur/monk-96-dharampeth/order,Monk 96,3.8,"['North Indian', ' Chinese', ' Mughlai', ' Momos']",2017,40,200
441,https://www.zomato.com/nagpur/burger-singh-big-punjabi-burgers-sadar/order,Burger Singh - Big Punjabi Burgers,4.0,"['Burger', ' Fast Food', ' North Indian', ' American', ' Desserts', ' Beverages']",1604,31,150
442,https://www.zomato.com/nagpur/pintu-saoji-restaurant-lakadganj/order,Pintu Saoji Restaurant,3.7,"['North Indian', ' Mughlai', ' Maharashtrian', ' Biryani']",11.4K,30,150
443,https://www.zomato.com/nagpur/pizza-hut-sitabuldi/order,Pizza Hut,3.6,"['Pizza', ' Fast Food', ' Italian', ' Beverages']",6362,31,200
444,https://www.zomato.com/nagpur/babbu-plaza-restaurant-sadar/order,Babbu Plaza Restaurant,3.8,"['North Indian', ' Mughlai', ' Biryani', ' Beverages']",7674,25,200
445,https://www.zomato.com/nagpur/amazing-blazing-cakes-jaripatka/order,Amazing Blazing Cakes,4.3,"['Bakery', ' Fast Food', ' Beverages']",400,34,150
446,https://www.zomato.com/nagpur/shankar-bhojnalaya-dhantoli/order,Shankar Bhojnalaya,3.8,"['North Indian', ' Chinese']",4240,32,200
447,https://www.zomato.com/nagpur/ovenstory-pizza-sadar/order,Ovenstory Pizza,3.8,"['Pizza', ' Italian']",1501,50,250
448,https://www.zomato.com/nagpur/calcutta-roll-center-sadar/order,Calcutta Roll Center,4.0,"['North Indian', ' Rolls', ' Chinese', ' Beverages']",11.2K,29,100
449,https://www.zomato.com/nagpur/zilha-biryani-civil-lines/order,Zilha Biryani,4.0,"['North Indian', ' South Indian']",2967,25,100
450,https://www.zomato.com/nagpur/house-of-tadka-ayodhya-nagar/order,House of Tadka,3.7,"['North Indian', ' Chinese', ' Mughlai', ' Rolls']",6934,31,200
451,https://www.zomato.com/nagpur/aarohi-food-ayodhya-nagar/order,Aarohi Food,3.0,"['North Indian', ' Maharashtrian', ' Biryani']",1137,34,100
452,https://www.zomato.com/nagpur/biryani-by-kilo-dharampeth/order,Biryani By Kilo,4.0,"['Hyderabadi', ' Biryani', ' Mughlai', ' Kebab']",1197,90,500
453,https://www.zomato.com/nagpur/fuel-headquaters-bajaj-nagar/order,Fuel Headquaters,4.1,"['Cafe', ' Beverages', ' Desserts', ' Pizza', ' European', ' Healthy Food', ' Chinese', ' Biryani']",11.7K,42,200
454,https://www.zomato.com/nagpur/fuel-station-cafe-restaurant-gandhibagh/order,Fuel Station Cafe & Restaurant,4.1,"['Cafe', ' Beverages', ' Street Food', ' Fast Food', ' Sandwich', ' Burger']",8393,38,150
455,https://www.zomato.com/nagpur/panino-the-sandwich-world-sadar/order,Panino The Sandwich World,3.9,"['Sandwich', ' Fast Food', ' Beverages']",11K,30,150
456,https://www.zomato.com/nagpur/ubq-by-barbeque-nation-sitabuldi/order,UBQ by Barbeque Nation,3.8,['North Indian'],2080,27,250
457,https://www.zomato.com/nagpur/swad-gandhibagh/order,Swad,3.9,"['North Indian', ' Biryani']",1573,29,150
458,https://www.zomato.com/nagpur/rajendra-chinese-bajaj-nagar/order,Rajendra Chinese,3.8,['Chinese'],1257,31,150
459,https://www.zomato.com/nagpur/matadin-ram-bhandar-pratap-nagar/order,Matadin Ram Bhandar,,"['Mithai', ' Fast Food', ' North Indian', ' South Indian', ' Chinese', ' Beverages', ' Desserts']",-99,35,150
460,https://www.zomato.com/nagpur/monk-96-dharampeth/order,Monk 96,3.8,"['North Indian', ' Chinese', ' Mughlai', ' Momos']",2017,40,200
461,https://www.zomato.com/nagpur/burger-singh-big-punjabi-burgers-sadar/order,Burger Singh - Big Punjabi Burgers,4.0,"['Burger', ' Fast Food', ' North Indian', ' American', ' Desserts', ' Beverages']",1604,31,150
462,https://www.zomato.com/nagpur/pintu-saoji-restaurant-lakadganj/order,Pintu Saoji Restaurant,3.7,"['North Indian', ' Mughlai', ' Maharashtrian', ' Biryani']",11.4K,30,150
463,https://www.zomato.com/nagpur/pizza-hut-sitabuldi/order,Pizza Hut,3.6,"['Pizza', ' Fast Food', ' Italian', ' Beverages']",6362,31,200
464,https://www.zomato.com/nagpur/babbu-plaza-restaurant-sadar/order,Babbu Plaza Restaurant,3.8,"['North Indian', ' Mughlai', ' Biryani', ' Beverages']",7674,25,200
465,https://www.zomato.com/nagpur/amazing-blazing-cakes-jaripatka/order,Amazing Blazing Cakes,4.3,"['Bakery', ' Fast Food', ' Beverages']",400,34,150
466,https://www.zomato.com/nagpur/shankar-bhojnalaya-dhantoli/order,Shankar Bhojnalaya,3.8,"['North Indian', ' Chinese']",4240,32,200
467,https://www.zomato.com/nagpur/ovenstory-pizza-sadar/order,Ovenstory Pizza,3.8,"['Pizza', ' Italian']",1501,50,250
468,https://www.zomato.com/nagpur/calcutta-roll-center-sadar/order,Calcutta Roll Center,4.0,"['North Indian', ' Rolls', ' Chinese', ' Beverages']",11.2K,29,100
469,https://www.zomato.com/nagpur/zilha-biryani-civil-lines/order,Zilha Biryani,4.0,"['North Indian', ' South Indian']",2967,25,100
470,https://www.zomato.com/nagpur/house-of-tadka-ayodhya-nagar/order,House of Tadka,3.7,"['North Indian', ' Chinese', ' Mughlai', ' Rolls']",6934,31,200
471,https://www.zomato.com/nagpur/aarohi-food-ayodhya-nagar/order,Aarohi Food,3.0,"['North Indian', ' Maharashtrian', ' Biryani']",1137,34,100
472,https://www.zomato.com/nagpur/biryani-by-kilo-dharampeth/order,Biryani By Kilo,4.0,"['Hyderabadi', ' Biryani', ' Mughlai', ' Kebab']",1197,90,500
473,https://www.zomato.com/nagpur/fuel-headquaters-bajaj-nagar/order,Fuel Headquaters,4.1,"['Cafe', ' Beverages', ' Desserts', ' Pizza', ' European', ' Healthy Food', ' Chinese', ' Biryani']",11.7K,42,200
474,https://www.zomato.com/nagpur/fuel-station-cafe-restaurant-gandhibagh/order,Fuel Station Cafe & Restaurant,4.1,"['Cafe', ' Beverages', ' Street Food', ' Fast Food', ' Sandwich', ' Burger']",8393,38,150
475,https://www.zomato.com/nagpur/panino-the-sandwich-world-sadar/order,Panino The Sandwich World,3.9,"['Sandwich', ' Fast Food', ' Beverages']",11K,30,150
476,https://www.zomato.com/nagpur/ubq-by-barbeque-nation-sitabuldi/order,UBQ by Barbeque Nation,3.8,['North Indian'],2080,27,250
477,https://www.zomato.com/nagpur/swad-gandhibagh/order,Swad,3.9,"['North Indian', ' Biryani']",1573,29,150
478,https://www.zomato.com/nagpur/rajendra-chinese-bajaj-nagar/order,Rajendra Chinese,3.8,['Chinese'],1257,31,150
479,https://www.zomato.com/nagpur/matadin-ram-bhandar-pratap-nagar/order,Matadin Ram Bhandar,,"['Mithai', ' Fast Food', ' North Indian', ' South Indian', ' Chinese', ' Beverages', ' Desserts']",-99,35,150
480,https://www.zomato.com/nagpur/barbeque-nation-sitabuldi/order,Barbeque Nation,3.7,"['North Indian', ' BBQ', ' Biryani']",894,29,650
481,https://www.zomato.com/nagpur/raskunj-1-ramdaspeth/order,Raskunj,4.2,"['Beverages', ' Juices', ' Desserts']",771,27,150
482,https://www.zomato.com/nagpur/cluckers-fried-chicken-restaurant-sadar/order,Cluckers Fried Chicken Restaurant,4.2,"['Burger', ' Fast Food', ' Sandwich', ' Wraps']",4607,37,150
483,https://www.zomato.com/nagpur/jimo-wardha-road/order,Jimo,4.2,"['Biryani', ' North Indian', ' Kebab', ' Chinese']",1581,42,250
484,https://www.zomato.com/nagpur/delhi-chaap-corner-chaoni/order,Delhi Chaap Corner,3.8,"['North Indian', ' Rolls']",57,41,150
485,https://www.zomato.com/nagpur/krishnum-sweets-vivekanand-nagar/order,Krishnum Sweets,3.9,"['Mithai', ' Desserts']",695,27,150
486,https://www.zomato.com/nagpur/annapurna-restaurant-1-lakadganj/order,Annapurna Restaurant,4.0,"['North Indian', ' South Indian', ' Chinese', ' Street Food', ' Fast Food', ' Beverages', ' Desserts', ' Pizza']",2135,33,150
487,https://www.zomato.com/nagpur/drunken-monkey-dharampeth/order,Drunken Monkey,4.3,['Beverages'],470,33,200
488,https://www.zomato.com/nagpur/toss-cafe-restro-bajaj-nagar/order,Toss - Cafe & Restro,3.9,"['Pizza', ' Sandwich', ' Burger', ' Rolls', ' Fast Food', ' Chinese', ' Beverages']",4275,40,200
489,https://www.zomato.com/nagpur/jubilee-bakery-mohan-nagar/order,Jubilee Bakery,4.1,['Bakery'],306,18,100
490,https://www.zomato.com/nagpur/the-biryani-life-sadar/order,The Biryani Life,3.5,"['Biryani', ' North Indian', ' Mughlai']",98,38,250
491,https://www.zomato.com/nagpur/toss-ramdaspeth/order,Toss,3.6,['Chinese'],5609,25,150
492,https://www.zomato.com/nagpur/nosh-cafe-lounge-restaurant-dharampeth/order,Nosh-Cafe Lounge & Restaurant,3.6,"['Fast Food', ' Sandwich', ' Beverages']",10K,49,100
493,https://www.zomato.com/nagpur/aaichi-shidori-24-7-gandhibagh/order,Aaichi Shidori 24*7,3.7,"['North Indian', ' Beverages', ' Desserts']",322,47,50
494,https://www.zomato.com/nagpur/hotel-sujal-saoji-bajaj-nagar/order,Hotel Sujal Saoji,3.7,"['Maharashtrian', ' Chinese', ' North Indian']",8517,28,200
495,https://www.zomato.com/nagpur/maggi-hut-sadar/order,Maggi Hut,4.4,['Street Food'],1386,46,100
496,https://www.zomato.com/nagpur/the-egg-story-ramdaspeth/order,The Egg Story,,"['Fast Food', ' Street Food']",-99,45,150
497,https://www.zomato.com/nagpur/collective-blends-coffee-dharampeth/order,Collective Blends Coffee,,"['Continental', ' Middle Eastern', ' Beverages']",-99,29,300
498,https://www.zomato.com/nagpur/ashoka-restaurant-sadar/order,Ashoka Restaurant,4.1,"['North Indian', ' Mughlai', ' Chinese', ' Continental', ' Desserts', ' Beverages']",6583,34,450
499,https://www.zomato.com/nagpur/bouffage-dharampeth/order,Bouffage,4.1,"['Cafe', ' North Indian', ' Continental', ' Seafood', ' Italian', ' Fast Food', ' Mughlai', ' Chinese']",4376,42,300
